address,city,country,gmaps_place_id,gmaps_url,key,lat,lng,location_name,motto,name,nickname,postal_code,rookie_year,state_prov,team_number,website,home_championship.2017,home_championship.2018,district
NA,Seattle,USA,NA,NA,frc1258,NA,NA,NA,NA,The Boeing Company/SPEEA/Aerospace Joint Apprenticeship Committee&Seattle Lutheran High School,SeaBot,98116,2004,Washington,1258,http://www.seattlelutheran.org/events/robotics/robotics.html,Houston,Houston,pnw
NA,Sammamish,USA,NA,NA,frc1294,NA,NA,NA,NA,Lake Washington Schools Foundation/Microsoft/donuts/FIRSTWA/SAE NW Section/OSPI/Eastlake Robotics Family Members/Eastlake High School&Eastlake High School,Top Gun,98074,2004,Washington,1294,http://www.team1294.org,Houston,Houston,pnw
NA,Issaquah,USA,NA,NA,frc1318,NA,NA,NA,NA,The Boeing Company/State of Washington OSPI/Issaquah Schools Foundation&Issaquah High School,Issaquah Robotics Society,98027,2004,Washington,1318,http://www.team1318.org,Houston,Houston,pnw
NA,Lebanon,USA,NA,NA,frc1359,NA,NA,NA,NA,Linn Benton Community College/Oregon Dept of Education/Matthews International Inc./IBEW Local 280/Lebanon High School/HyTek Plastics/Weyerhaeuser Giving Fund&Venture Crew 308,Scalawags,97355,2004,Oregon,1359,http://www.scalawags.org,Houston,Houston,pnw
NA,Wilsonville,USA,NA,NA,frc1425,NA,NA,NA,NA,Lam Research/3D Systems/Xerox/DW Fritz/Rockwell Collins/TE Connectivity/Mentor Graphics/A-dec/City Of Wilsonville/Shields Manufacturing/Oregon Technology/Apex Plastics&Wilsonville High School,Error Code Xero,97070,2004,Oregon,1425,http://www.wilsonvillerobotics.com,Houston,Houston,pnw
NA,Portland,USA,NA,NA,frc1432,NA,NA,NA,NA,Knights of Pythias Ivanhoe Lodge No. 1/S.E. Portland Rotary/The Boeing Company/Free Geek/Walmart&Explorer Post 89,Metal Beavers,97206,2004,Oregon,1432,http://team1432.com,Houston,Houston,pnw
NA,Beaverton,USA,NA,NA,frc1510,NA,NA,NA,NA,Intel/Microsoft Azure/Oregon Dept of Education (ODE)/Tektronix/Autodesk/First Tech Credit Union/iQ Credit Union/Maxim/Microsoft/PWC/Portland Community College/BPS Robotics&Westview High School,Wildcats,97229,2005,Oregon,1510,http://www.bpsrobotics.org/1510,Houston,Houston,pnw
NA,Portland,USA,NA,NA,frc1540,NA,NA,NA,NA,Catlin Gabel School/Autodesk/Elemental/Carollo&Catlin Gabel School,Flaming Chickens,97225,2005,Oregon,1540,http://www.team1540.org/,Houston,Houston,pnw
NA,Gresham,USA,NA,NA,frc1571,NA,NA,NA,NA,The Boeing Company/Oregon Dept of Education/MicroChip/Autodesk/Benchmade Knife&Center for Advanced Learning,CALibrate Robotics,97030,2005,Oregon,1571,http://team1571.org,Houston,Houston,pnw
NA,Spokane,USA,NA,NA,frc1595,NA,NA,NA,NA,Pearson Packaging Systems/American Alloy/FirstWashington/Google/Haskins Steel/F5 Networks/Dove Printing/Avista/Alaska Airlines/Boeing/Applied industrial Technologies & St George's School,The Dragons,99208,2005,Washington,1595,http://www.1595dragons.org/,Houston,Houston,pnw
NA,Mountlake Terrace,USA,NA,NA,frc1778,NA,NA,NA,NA,The Boeing Company/OSPI/Philips Healthcare Corporation/Steel-Fab/Alderwood Rotary/CompTia/F5/Foundation for Edmonds School District/Lynnwood Kids Dentist/Sundance Energy/Pemco/Andeavor&Mountlake Terrace High School,Chill Out,98043,2006,Washington,1778,http://www.first1778.org/,Houston,Houston,pnw
NA,Bellevue,USA,NA,NA,frc1899,NA,NA,NA,NA,Microsoft/OSPI/Bellevue Schools Foundation & Interlake Senior High School,Saints Robotics,98008,2006,Washington,1899,http://www.saintsrobotics.com/,Houston,Houston,pnw
NA,Seattle,USA,NA,NA,frc1983,NA,NA,NA,NA,The Boeing Company/Lockheed Martin/OmanTek&4H,Skunk Works Robotics,98108,2007,Washington,1983,http://skunkworks1983.com/,Houston,Houston,pnw
NA,Maple Valley,USA,NA,NA,frc2046,NA,NA,NA,NA,The Boeing Company/Washington State OSPI/Pinnacle Medical Wellness/Flow International Corporation/Alaska Airlines/THiNC/Tahoma School District&Tahoma Senior High School,Bear Metal,98038,2007,Washington,2046,http://tahomarobotics.org/,Houston,Houston,pnw
NA,Tukwila,USA,NA,NA,frc2097,NA,NA,NA,NA,Raisbeck Aviation High School PTSA/Builders Capital/Boeing/OMAX/West Monroe Partners/Highline School District/FIRST Washington/OSPI/Sellen Construction/Microsoft/Milwaukee Tool/SPEEA/Marathon Oil/Russell Fastening Inc./Division 5 Metals/Bishop Legal&Aviation High School,Phoenix Force Robotics,98108,2007,Washington,2097,http://PhoenixForceRobotics.org,Houston,Houston,pnw
NA,Spokane,USA,NA,NA,frc2147,NA,NA,NA,NA,Elcon Construction/Bill Meyer/Wagstaff/F5/Greater Spokane Incorporated/Boeing/Mackay Manufacturing&West Valley High School,CHUCK,99212,2007,Washington,2147,http://chuck2147.com,Houston,Houston,pnw
NA,Spokane,USA,NA,NA,frc2148,NA,NA,NA,NA,Altek/Wagstaff  Inc./f5 Corporation & East Valley High School&Extension & East Valley High School&Extension,Mechaknights,99216,2007,Washington,2148,http://www.Team2148.com,Houston,Houston,pnw
NA,Portland,USA,NA,NA,frc2374,NA,NA,NA,NA,Mentor Graphics&Jesuit High School,Crusader Bots,97225,2008,Oregon,2374,http://www.team2374.com,Houston,Houston,pnw
NA,Portland,USA,NA,NA,frc2411,NA,NA,NA,NA,NASA/Oregon Department of Edcation/Boeing/Mark Sutton in Memory of John W. Sutton&Alliance High School,Rebel Alliance,97211,2008,Oregon,2411,http://www.team2411.org,Houston,Houston,pnw
NA,Bellevue,USA,NA,NA,frc2412,NA,NA,NA,NA,Microsoft/Intellectual Ventures/Bellevue Schools Foundation/Office of the Superintendent of Public Instruction/Embry Riddle Aeronautical University/T-Mobile/Andeavor I./Alaska Airlines&Sammamish Senior High,Robototes,98005,2008,Washington,2412,http://first.robototes.com,Houston,Houston,pnw
NA,Camas,USA,NA,NA,frc2471,NA,NA,NA,NA,"US Digital/Analog Devices/Protech Composites/The Boeing Company/Fisher Investments/WA OSPI/Hewlett Packard/Camas Washougal Rotary/Wafertech/Georga Pacific/iPly Designs/SPEEA, Boeing Employee Union/Fire Fighters L1159/Barsotti Family/Interstate Batteries&Camas High School&Hockinson High School&Washougal High School",Team Mean Machine,98607,2008,Washington,2471,http://www.team2471.org/,Houston,Houston,pnw
NA,Eugene,USA,NA,NA,frc2521,NA,NA,NA,NA,John Deere/Boeing/Oregon Department of Education/XS Media/K Ridley Technology/Autodesk/BPA/First Tech/MulitCraft Plastics/Mozilla Foundation/Harmonic Labs/Concentric Sky/Skyward/Palo Alto Software&South Eugene High School,SERT,97405,2008,Oregon,2521,http://www.sert2521.org,Houston,Houston,pnw
NA,Bothell,USA,NA,NA,frc2522,NA,NA,NA,NA,Microsoft/OSPI/Google/The Boeing Company/SPEEA/Exotic Tool Welding Inc./Qualitel/Honeycutt Manufacturing&Lynnwood High School,Royal Robotics,98012,2008,Washington,2522,http://www.royalrobotics.org,Houston,Houston,pnw
NA,Oregon City,USA,NA,NA,frc2550,NA,NA,NA,NA,Boeing Company/LAM/Marathon Oil/Microsoft&Clackamas Academy of Industrial Sciences&Clackamas Web Academy&North Clackamas Christian School&Alliance Charter Academy,Skynet,97045,2008,Oregon,2550,http://team2550.blogspot.com/,Houston,Houston,pnw
NA,Tacoma,USA,NA,NA,frc2557,NA,NA,NA,NA,"OSPI/Boeing/Tacoma School District/Microsoft/F5 Networks, Inc/Zumar Industries Incorporated/Intellectual Ventures/Elements of Education Partners/FIRST Washington/Multicare/Aluminumand Bronze Fabricators/Pierce Aluminum Company/First Tech Credit Union/Bamford Foundation/Marathon Oil/Northwest Pipe and Steel&Tacoma School of the Arts&Science and Math Institute&Industrial Design Engineering and Art High School",SOTAbots ,98408,2008,Washington,2557,http://www.sotabots.com,Houston,Houston,pnw
NA,Bellingham,USA,NA,NA,frc2605,NA,NA,NA,NA,OPSI/Bellingham Public Schools Foundation/BP/Freeland Engineering/Google & Squalicum High School & Bellingham High School & Sehome High School,Seamonsters ,98225,2008,Washington,2605,http://www.seamonsters2605.org,Houston,Houston,pnw
NA,Lake Oswego,USA,NA,NA,frc2635,NA,NA,NA,NA,LAM Research/Intel/Boeing/Mentor Graphics/DWFritz/WA FIRST Robotics/Really Big Video&Lakeridge High School&Lake Oswego Senior High School,Lake Monsters,97034,2008,Oregon,2635,http://www.frc2635.org,Houston,Houston,pnw
NA,Portland,USA,NA,NA,frc2733,NA,NA,NA,NA,Daimler/TE Connectivity/Boeing/Oregon Dept of Education/FLIR/Autodesk/DW Fritz Automation/Marathon Oil/SolidWorks/Hankins Hardware&Cleveland High School&Family/Community,Pigmice,97202,2009,Oregon,2733,https://www.pigmice.com,Houston,Houston,pnw
NA,Vancouver,USA,NA,NA,frc2811,NA,NA,NA,NA,The Boeing Company/Protech/Washington State OSPI/Vancouver Public Schools/Hewlett Packard Company/ConMet&Skyview High School,StormBots,98685,2009,Washington,2811,http://www.stormbots.com,Houston,Houston,pnw
NA,Beaverton,USA,NA,NA,frc2898,NA,NA,NA,NA,LAM Research/Intel/Microsoft Azure/Autodesk/Marathon Oil/Microsoft/Portland Community College (PCC)/BPS Robotics&Health & Science School&School of Science & Technology,Flying Hedgehogs,97006,2009,Oregon,2898,http://www.team2898.bpsrobotics.org,Houston,Houston,pnw
NA,Arlington,USA,NA,NA,frc2903,NA,NA,NA,NA,The Boeing Company/Office of Superintendent for Public Instruction/SPEEA/Rotary International/C & D Zodiac/Rockwell Collins & Arlington High School,NeoBots,98223,2009,Washington,2903,http://neobots2903.org/,Houston,Houston,pnw
NA,Spanaway,USA,NA,NA,frc2906,NA,NA,NA,NA,Bethel Public Schools CTE&Spanaway Lake High School,Sentinel Prime Robotics,98387,2009,Washington,2906,http://www.firstinspires.org/,Houston,Houston,pnw
NA,Auburn,USA,NA,NA,frc2907,NA,NA,NA,NA,The Boeing Company/Boeing Professionals/Intellectual Ventures/SPEEA/PTC/OSPI/C.A.M.P.S./LCNW/CenturyLink&Auburn Mountainview High School,Lion Robotics,98092,2009,Washington,2907,http://www.lionrobotics.org,Houston,Houston,pnw
NA,Mill Creek,USA,NA,NA,frc2910,NA,NA,NA,NA,The Boeing Company/Microsoft/Electroimpact/CREO Industrial Arts/OSPI/Everett Sound Machine Works/Washington FIRST Robotics/Brian Gattman & Dave Mumaw/Dwayne Lanes/Mill Creek Police Department/Swerve Drive Specialties/SolidWorks/Tacoma Screw/Air Gas/Crane Aerospace/Computer Concepts/Alaska Airlines/First Tech Credit Union/Google/Marathon Oil&Henry M. Jackson High School,Jack in the Bot,98082,2009,Washington,2910,http://frcteam2910.org,Houston,Houston,pnw
NA,Portland,USA,NA,NA,frc2915,NA,NA,NA,NA,Autodesk/Riverdale PTC/Covanta/Lumencor/Intel&Riverdale High School,Pandamonium,97219,2009,Oregon,2915,http://team2915.com,Houston,Houston,pnw
NA,Wapato,USA,NA,NA,frc2926,NA,NA,NA,NA,"Wok Teriyaki/Washington State Office of Superintendent of Public Instruction/Washington FIRST Robotics/Bezos Family Foundation/The Boeing Company/Wapato School District (WSD)/Yakima Valley Community Foundation/PayTrace, LLC/Flores Laundromat&Wapato High School",Robo Sparks,98951,2009,Washington,2926,http://www.robosparks.com,Houston,Houston,pnw
NA,Graham,USA,NA,NA,frc2927,NA,NA,NA,NA,Graham Kapowsin High School,Pi Rho Techs,98338,2009,Washington,2927,http://bayessoftware.com/robotics/,Houston,Houston,pnw
NA,Seattle,USA,NA,NA,frc2928,NA,NA,NA,NA,GM Nameplate/ARM/DataPro Machining/The Schultz Family/Online Metals/Directions on Microsoft/Digital Product Studio/CSR Marine/Avaya Communications/TLG Aerospace Engineering/OSPI/The Grainger Foundation/Inlandboatmen's Union/The Estate of Jeannie Moehimann/Nintendo/Boeing/Microsoft/Meg Bitton Productions/F5 Systems&Ballard High School,Viking Robotics,98117,2009,Washington,2928,https://www.ballardrobotics.org/,Houston,Houston,pnw
NA,Puyallup,USA,NA,NA,frc2929,NA,NA,NA,NA,&Emerald Ridge High School&Emerald Ridge High School,JAGBOTS,98374,2009,Washington,2929,http://www.team2929.org,Houston,Houston,pnw
NA,Snohomish,USA,NA,NA,frc2930,NA,NA,NA,NA,Microsoft/The Boeing Company/Leidos/SPEEA/Snohomish Education Foundation&Glacier Peak High School&Snohomish High School,Sonic Squirrels,98296,2009,Washington,2930,http://www.sonicsquirrels.com,Houston,Houston,pnw
NA,Spokane,USA,NA,NA,frc2944,NA,NA,NA,NA,OSPI/Spokane Public Schools/Bezos Family Foundation/Avista/Ryerson/LC Boosters/Andeaver/F5 Networks/First Tech Credit Union/Google/PwC/Infinite Events/Team 2944 Parents&Lewis & Clark High School,Titanium Tigers,99204,2009,Washington,2944,http://www.team2944.com/,Houston,Houston,pnw
NA,Sammamish,USA,NA,NA,frc2976,NA,NA,NA,NA,The Boeing Company/Issaquah Schools Foundation & Skyline High School,Spartabots,98075,2009,Washington,2976,http://spartabots.org,Houston,Houston,pnw
NA,Oak Harbor,USA,NA,NA,frc2980,NA,NA,NA,NA,NASA/The Boeing Company/IDEX Foundation/IDEX Health and Science/Wildcat Robotics Booster Club/Tesoro/Island Thrift/Microsoft/Google/Oak Harbor High School CTE Department/Krieg Construction/North Whidbey Lions Club/Oak Harbor Lions Club/Ashley's Design/Oak Harbor Rotary Club/Office of the Superintendent of Public Instruction/Trossen Robotics/Oak Harbor Educational Foundation/Soroptimist International of Oak Harbor & Oak Harbor High School,The Whidbey Island Wild Cats,98277,2009,Washington,2980,http://www.team2980.wixsite.com/team2980,Houston,Houston,pnw
NA,Turner,USA,NA,NA,frc2990,NA,NA,NA,NA,SCTC/CoBank/Boeing/Freres Lumber/Zephyr Engineering/Parr Lumber/Oregon Department of Education/Mountain West Financial&Hotwire Robotics,Hotwire,97392,2009,Oregon,2990,http://hotwirerobotics.com,Houston,Houston,pnw
NA,Ashland,USA,NA,NA,frc3024,NA,NA,NA,NA,"Oregon Department of Education/Boeing Corp/Autodesk/Evogeneao/Project A/Modern Fan Co./Professional Engineers of Oregon/TC Chevy/Lithia Motors/Darex LLC/ESPI Metals/True South Solar/Society of Professional Engineers, Southern Oregon Chapter/Oregon Community Foundation/IBM Corp/RISK, Inc/Hosking Aviation/Stefanelli Distributing Company/Christina and Randall Murata/Barbara Rosen/Chris Gorog/Paul Mace/Jeff Nielsen/Jim Moen&Ashland High School",My Favorite Team,97520,2009,Oregon,3024,http://team3024.com,Houston,Houston,pnw
NA,Bremerton,USA,NA,NA,frc3049,NA,NA,NA,NA,Puget Sound Naval Shipyard/National Defense Education Program & Bremerton High School,BremerTron,98337,2009,Washington,3049,http://fluffyrobotics.info,Houston,Houston,pnw
NA,Seattle,USA,NA,NA,frc3070,NA,NA,NA,NA,The Boeing Company/SPEA/SRS Robotics /Team Pronto Parents/Electroimpact/Administration and Custodians of Shorewood High School/Shoreline Public Schools&Shorewood High School,Team Pronto,98133,2009,Washington,3070,http://teampronto.weebly.com/,Houston,Houston,pnw
NA,Gladstone,USA,NA,NA,frc3131,NA,NA,NA,NA,Oregon Dept of Education/Boeing/Intel Corporation/Daimler /Autodesk/Gladstone Education Foundation/FIRE Restoration/Ebay/Miller Electrics /SMI Metals/Ripwire/Rookie Rise/Nerds To Go/Holbrook's Specialties/Les Schwab Tires Milwaukie/Gladstone School Dist#115&Gladstone High School,Gladiators,97027,2010,Oregon,3131,http://www.gladstonerobotics.com,Houston,Houston,pnw
NA,Portland,USA,NA,NA,frc3192,NA,NA,NA,NA,Hardinge Foundation/Oregon Department of Education/Oregon Robotics Tournament and Outreach Program /LAM Research/Mentor Graphics/First Tech Credit Union&Tigard High School,High Visibility,97224,2010,Oregon,3192,https://tigard.tech,Houston,Houston,pnw
NA,Bonney Lake,USA,NA,NA,frc3218,NA,NA,NA,NA,The Boeing Company/OSPI Office of Superintendent of Public Instuction/Monsanto/Complete Access&Bonney Lake high school,Panther Robotics,98391,2010,Washington,3218,https://www.youtube.com/channel/UCv4791VCZYu2OfRrcrtAAvg,Houston,Houston,pnw
NA,Auburn,USA,NA,NA,frc3219,NA,NA,NA,NA,The Boeing Company/Office of Superintendent of Public Instruction/Auburn Public Schools Foundation/Aviation Partners Boeing/Muckleshoot Tribe/Benevity Foundation/Multicare/Gray Lumber/F5 Network/Auburn Park and Rec/Schweitzer Engineering Laboratory/SPEEA&Auburn Senior High School,TREAD,98002,2010,Washington,3219,http://auburnsd.schoolwires.net/Page/1526,Houston,Houston,pnw
NA,Spangle,USA,NA,NA,frc3220,NA,NA,NA,NA,OSPI/NASA & Liberty High School,Mechanics of Mayhem,99031,2010,Washington,3220,http://www.firstinspires.org/,Houston,Houston,pnw
NA,Silverdale,USA,NA,NA,frc3223,NA,NA,NA,NA,BAE Systems/Google/Raytheon/Microsoft/Central Kitsap School District/OSPI/McLaughlin Research Corporation/Department of Defense/Naval Undersea Warfare Center (NUWC) Keyport WA&Central Kitsap High School&Olympic High School&Klahowya Secondary,Robotics Of Central Kitsap,98383,2010,Washington,3223,http://www.ckschools.org/learning/athletics_activities/robotics_of_central_kitsap/,Houston,Houston,pnw
NA,Spanaway,USA,NA,NA,frc3237,NA,NA,NA,NA,The Boeing Company & Bethel High School & Bethel High School,Event Horizon,98387,2010,Washington,3237,http://www.firstinspires.org/,Houston,Houston,pnw
NA,Anacortes,USA,NA,NA,frc3238,NA,NA,NA,NA,"Marathon/Anacortes School District/Kiwanis Club of Anacortes (Noon)/Soroptimist International of Anacortes/T. Bailey, Inc./Washington State Office of Superintendent of Public Instruction/Anacortes Rotary Club/Curt Oppel, John L. Scott Real Estate&Anacortes High School",Cyborg Ferrets,98221,2010,Washington,3238,http://www.team3238.com,Houston,Houston,pnw
NA,Kenmore,USA,NA,NA,frc3268,NA,NA,NA,NA,Lockheed Martin/Northshore School District&Inglemoor Hs,Vahallabots,98028,2010,Washington,3268,http://valhallabots.weebly.com,Houston,Houston,pnw
NA,Puyallup ,USA,NA,NA,frc3393,NA,NA,NA,NA,OSPI/AJAC/The Boeing Company/PSD CTE&Puyallup High School&Aylen Jr High&Kalles Junior High,Horns of Havoc,98371,2010,Washington,3393,https://www.hornsofhavoc3393.com/,Houston,Houston,pnw
NA,Seattle,USA,NA,NA,frc3574,NA,NA,NA,NA,The Boeing Company/OSPI Grant/OMAX/SPEEA&Highline High School&4-H 3574 High Tekerz&Home School,HIGH TEKERZ,98148,2011,Washington,3574,http://www.first3574.org,Houston,Houston,pnw
NA,Renton,USA,NA,NA,frc3588,NA,NA,NA,NA,Precor Incorporated/The Boeing Company/Red Dot/Washington Machine Works/OSPI/RSD CTE & Lindbergh Senior High School,the Talon,98058,2011,Washington,3588,http://staff.rentonschools.us/lhs/first,Houston,Houston,pnw
NA,Tacoma,USA,NA,NA,frc360,NA,NA,NA,NA,The Boeing Company/Friends of Bellarmine Robotics/Islam Family Foundation/Tacoma Steel Supply/Google/Washington FIRST Robotics/Kel-Tech Plastics/The Rudolph Family/SPEEA Local 2001/The Ross Family/The Murphy Family/Clover Park Technical College/Boeing Employee Credit Union/Rotary of Clover Park/Bamford Foundation/Multicare/State Farm Insurance/Bertolino's Coffee Bar/AREVA Federal Services LLC&Bellarmine Preparatory School,The Revolution,98405,2000,Washington,360,http://www.frc360.com,Houston,Houston,pnw
NA,Portland,USA,NA,NA,frc3636,NA,NA,NA,NA,The Boeing Company/SPEEA/Irvington Community Association&Grant High School,Generals,97212,2011,Oregon,3636,http://www.GHSrobo.com,Houston,Houston,pnw
NA,Bothell,USA,NA,NA,frc3663,NA,NA,NA,NA,"The Boeing Company/The Mindy Group, LLC/Team Nelson Earthwork and Utilities/Electro Impact/Inside & Out Renovation, Inc./Philips/SPEEA/Precision Images/NW School Neuropyschology /Blazing Bagels&Cedar Park Christian Schools",CPR - Cedar Park Robotics,98011,2011,Washington,3663,http://www.cprobotics.org,Houston,Houston,pnw
NA,Seaside,USA,NA,NA,frc3673,NA,NA,NA,NA,"Oregon Department of Education/Boeing/Tom Briggs/Seaside Public Schools/Autodesk/3 Course Challenge/Coaster Construction, LLC/Sam's Seaside Cafe/Justine Hill/First Tech Credit Union/OmRon/Tripwire/Kenneth and Cathy Hyde/Brims Farm and Garden/Hoffman Construction/Philip Broome/Ace Hardware - Seaside&Seaside High School",C.Y.B.O.R.G. Seagulls,97138,2011,Oregon,3673,http://team3673.org,Houston,Houston,pnw
NA,Battle Ground,USA,NA,NA,frc3674,NA,NA,NA,NA,Boeing/US Digital/HP/OSPI / CAM Academy/Olin Homes/Superior Home Inspection /Gazelles International Coaches/Epp Well Solutions & Cam Jr Sr High School & Family/Community,CloverBots,98604,2011,Washington,3674,https://www.3674cloverbots.com/,Houston,Houston,pnw
NA,Seattle,USA,NA,NA,frc3681,NA,NA,NA,NA,Raytheon/F5 Networks/OSPI/Nathan Hale Foundation/SPEEA & Nathan Hale High School,Robo-Raiders,98125,2011,Washington,3681,http://www.firstinspires.org/,Houston,Houston,pnw
NA,Seattle,USA,NA,NA,frc3684,NA,NA,NA,NA,The Boeing Company/Google/Microsoft Corporation&Cleveland High School,Electric Eagles,98108,2011,Washington,3684,http://www.firstinspires.org/,Houston,Houston,pnw
NA,Spokane,USA,NA,NA,frc3693,NA,NA,NA,NA,Cody Singer Inc./Costco in the Spokane Valley/First Robotics/Autodesk/Greenburo Screen Printing/Ace Hardware Hillyard&Rogers High School,GearHead Pirates,99207,2011,Washington,3693,http://www.firstinspires.org/,Houston,Houston,pnw
NA,Trout Lake,USA,NA,NA,frc3711,NA,NA,NA,NA,Nelson Brothers Engineering/Little Mountain Hardware/Terry Schmid Gravel/JoeScan/OSPI/The Boeing Company/Google/Microsoft/Tum A Lum Lumber/ICE/Show and Go Studes/Ed Poe Agency&Trout Lake School,Iron Mustang,98650,2011,Washington,3711,http://www.firstinspires.org/,Houston,Houston,pnw
NA,Union,USA,NA,NA,frc3712,NA,NA,NA,NA,Union School District/Black Distributing/Oregon Masons/Union Lions Club/GRV Lodge #56/VFW Post 4060&Union High School,RoboCats,97883,2011,Oregon,3712,http://www.firstinspires.org/,Houston,Houston,pnw
NA,Kent,USA,NA,NA,frc3786,NA,NA,NA,NA,The Boeing Company/Amazon/Kentridge High School/Blue Origin/Hexcel Corporation&Kentridge High School,Chargers,98031,2011,Washington,3786,http://chargerrobotics.com,Houston,Houston,pnw
NA,Longview,USA,NA,NA,frc3812,NA,NA,NA,NA,Weyerhaeuser/Boeing/OSPI/BNSF Railway/Kennworth PACCAR/BAE Systems/NW Institute of Electrical Technology/iSG2 Technologies/JH Kelly/Central Oregon Truck Company&Mark Morris High School,Bits & Bots,98632,2011,Washington,3812,http://bitsbots3812.wixsite.com/team3812,Houston,Houston,pnw
NA,Sequim,USA,NA,NA,frc3826,NA,NA,NA,NA,Sequim School District/OSPI/Boeing/Sodexo&Sequim Senior High,"Sequim Robotics Federation ""SRF"" ",98382,2011,Washington,3826,http://sequimroboticsfederation.weebly.com/,Houston,Houston,pnw
NA,Mabton,USA,NA,NA,frc3876,NA,NA,NA,NA,Bezos Family Foundation/PTC & Mabton Jr. Sr. High,Mabton LugNutz,98935,2011,Washington,3876,http://www.firstinspires.org/,Houston,Houston,pnw
NA,McMinnville,USA,NA,NA,frc4043,NA,NA,NA,NA,"Yamhill County/Oregon International Airshow/Mentor Graphics/Evergreen Aviation and Space Museum/Oregon Department of Education/OnPoint Community Credit Union/Fastenal/Autodesk/Goodfellow & Cottle, Attorneys at law&Family/Community",NerdHerd,97128,2012,Oregon,4043,http://www.nerdherd4043.org,Houston,Houston,pnw
NA,Portland,USA,NA,NA,frc4051,NA,NA,NA,NA,"Intel corperation/SPEEA, IFPTE Local 2001/Boeing Co./Blount/Les Schwab tire/Oregon massage and wellness clinic&Sabin-Schellenberg Center",Sabin-Sharks,97267,2012,Oregon,4051,http://Sabin-Sharks.com,Houston,Houston,pnw
NA,Klamath Falls,USA,NA,NA,frc4057,NA,NA,NA,NA,EagleRidge High School/Klamath Basin Robotics/Oregon Department of Education/Klamath Community College/OIT/Dreyer Insurance Agency/Northwest Farm Credit Services/Collaborative Communication Group/THE DAILY TRANSCRIPT/Benefit For the Basin/Bullet Rentals/Fenters Trucking&Klamath Basin Robotics,Klamath Basin Robotics - STEAMPUNK ,97601,2012,Oregon,4057,http://klamathbasinrobotics.com,Houston,Houston,pnw
NA,Chehalis,USA,NA,NA,frc4060,NA,NA,NA,NA,Chehalis Foundation/Boeing/OSPI Washington/SPEEA&W F West High School,Bearcat Robotics,98532,2012,Washington,4060,http://swag4060.org,Houston,Houston,pnw
NA,Pullman,USA,NA,NA,frc4061,NA,NA,NA,NA,Schweitzer Engineering Laboratories/Inland Power and Light/OSPI/Boeing/Bezos Family Foundation/Avista/First Tech Credit Union&4H P.A.R.T.,SciBorgs,99163,2012,Washington,4061,http://sciborgs4061.com/,Houston,Houston,pnw
NA,Duvall,USA,NA,NA,frc4089,NA,NA,NA,NA,The Boeing Company/Microsoft/Washington State OSPI/SPEEA FPTE Local 2001/FIRST Washington/Solidworks&Cedarcrest High School,Stealth Robotics,98019,2012,Washington,4089,http://www.firstinspires.org/,Houston,Houston,pnw
NA,Cheney,USA,NA,NA,frc4104,NA,NA,NA,NA,Bezos Family Foundation/F5 Networks/First Tech Credit Union/Google/Intellectual Ventures/U.S. Bank Foundation/OSPI&Cheney High School,Blackhawks,99004,2012,Washington,4104,http://www.firstinspires.org/,Houston,Houston,pnw
NA,Brookings,USA,NA,NA,frc4110,NA,NA,NA,NA,Oregon Department of Education-ORTOP/Boeing/Autodesk/First Tech Federal Credit Union/DWFritz Precision Automation/In Memory of Josh Fisher/Pacific Ocean Properties/Northrop Grumman/BC Fisheries LLC/Fastenal&Brookings-Harbor High School,DEEP SPACE NINERS,97415,2012,Oregon,4110,http://www.bhhsrobotics4110.com/,Houston,Houston,pnw
NA,Umatilla,USA,NA,NA,frc4125,NA,NA,NA,NA,Umatilla School District/21st Century Community Learning Center/State of Oregon/Umatilla Lion's Club/Chuckwagon Cafe/Carlson's Umatilla Drug/Umatilla Police Department/Umatilla Fire Department/Autodesk&Umatilla High School,Confidential,97882,2012,Oregon,4125,http://www.umatillarobotics.org,Houston,Houston,pnw
NA,Vernonia,USA,NA,NA,frc4127,NA,NA,NA,NA,Vernonia Education Foundation/Daimler/Production Parts Co/Ajax Machine/Randal and Jack Harvey/Photo Solutions/Vernonia Schools/PNW FIRST&Vernonia High School&Vernonia Middle School,LoggerBots,97064,2012,Oregon,4127,http://www.facebook.com/loggerbotsteam4127,Houston,Houston,pnw
NA,Renton,USA,NA,NA,frc4131,NA,NA,NA,NA,The Boeing Company/Issaquah Schools Foundation&Liberty Sr High School,Iron Patriots,98059,2012,Washington,4131,http://www.frc4131.org,Houston,Houston,pnw
NA,Mount Vernon,USA,NA,NA,frc4173,NA,NA,NA,NA,MVSD Public Schools Foundation/OSPI/Affordable 4 R's Construction/Andeavor/Washington State Patrol Troopers Association/NASA/jcpenney/Puget Sound Energy Foundation/H & R Block/Pacific Woodtech/Shell Oil/Tesoro Corp./NVIDIA/Skagit Community Foundation/Stillaguamish Tribes/Anonymous/SeaMar Clincs & Mount Vernon High School, IMVERT (Interscholastic Mount Vernon Engineering Robotics Team),98273,2012,Washington,4173,http://www.imvert.net,Houston,Houston,pnw
NA,Seattle,USA,NA,NA,frc4180,NA,NA,NA,NA,Google/Boeing/HCDE at UW/SPEEA/PwC&Roosevelt High School,Iron Riders,98115,2012,Washington,4180,http://IronRiders.org,Houston,Houston,pnw
